story_id	name	folder	audioClip	texts	duration	display 0=Full 1=solo audio 2= solo texto		character
				A Abul le brillaron los ojos. Se le cruzaron muchísimas ideas por la cabeza y no se decidía._- ¡Bueno, vamos, jovencito, que no tengo todo el día! - lo apuró el genio._Abul miró a su padre, que todavía dormía bajo la palmera y dijo:_- Quiero conocer el mar._- Muy bien - respondió el genio.	2:32			
				Inmediatamente pronunció unas palabras que Abul no entendió y una de las alfombras del cargamento de su padre empezó a volar y se dirigió hasta donde estaban ellos.	2:42			
				- Subite y agarrate fuerte, que nos vamos al mar - dijo el genio._Abul y el genio se subieron a la alfombra voladora, que despegó rapidísimo. Abul empezó a sentir cómo el viento le rozaba en la cara y casi se le vuela el turbante, pero lo pudo agarrar a tiempo._- Ya estamos por llegar - dijo el genio.	3:04			
				Y enseguida se empezó a ver, después de tanta arena, un pedacito de algo azul, que cada vez se hacía más y más grande. Los ojos de Abul se llenaron del color azul verdoso del mar y el ruido de las olas fue como música para sus oídos.	3:19			
				Aterrizaron en la playa y Abul se sacó las zapatillas para dejar que sus pies se mojaran con el agua. Estaba feliz.	3:28			
				Luego, de repente, tomó carrera y se zambulló bajo la espuma blanca de una ola. En la botellita del genio guardó un poco del agua salada del mar para llevarse de recuerdo.	3:39			
				- Ya es hora de regresar - advirtió el genio._Se subieron nuevamente a la alfombra, que voló más rápido que el viento. Llegaron al desierto antes de que el papá de Abul se despertara._- Muchas gracias, señor genio. - dijo Abul con una sonrisa de oreja a oreja.	3:59			
				- Gracias a vos, jovencito - y mientras dijo esto, el genio se transformó en una nube verde que desapareció en el cielo.				
genio_botella:3	El Genio de la Botella	genio_botella	easy	Abul era el hijo menor de una familia que vivía en un pueblo muy chiquito en el medio del desierto. Le encantaba hacer castillos de arena o tirarse por las dunas como si fueran un tobogán	0:15	0		Mujer
				y ya no protestaba cuando su mamá le decía que se pusiera el turbante para protegerse del sol.	0:20			
				Su papá era vendedor y recorría en camello los pueblitos vecinos ofreciendo telas, ropa y alfombras. Abul siempre esperaba que su padre volviera de sus viajes porque él contaba maravillosas historias que a Abul le encantaba escuchar.	0:38			
				La que más le gustaba era una sobre el mar. Le parecía increíble que pudiera haber tanta agua junta. En el desierto no llueve casi nunca y hay muy poquita agua. Abul se moría de ganas de conocer el mar... ¡Pero quedaba tan lejos!	0:58			
				Un día, el papá de Abul lo invitó a que fuera con él a entregar un cargamento de alfombras en un pueblo que quedaba a un día de viaje. Abul aceptó encantado. Se despertaron antes que saliera el sol y comenzaron el viaje.	1:13			
				Cerca del mediodía, el calor era terrible y el papá decidió hacer un descanso en unas palmeras que había en el camino. Enseguida se quedó dormido.	1:24			
				Abul aprovechó para jugar un rato y se puso a hacer un castillo en la arena. Pero, ¡oh, sorpresa! mientras estaba haciendo un pozo, encontró algo enterrado en la arena: una botella.	1:36			
				Cuando la pudo desenterrar, se dio cuenta de que era muy pesada. Decidió abrirla para ver qué tenía adentro. Apenas logró sacar el corcho salió una nube de color verde que se convirtió en un hombre.	1:50			
				- ¡Hola! Yo soy el genio de la botella. Muchas gracias por rescatarme - dijo el hombre verde mientras se desesperezaba._Abul no sabía qué contestarle._- Por el gran favor que me hiciste te voy a conceder un deseo, podés pedirme lo que quieras - dijo el genio.	2:11			
				A Abul le brillaron los ojos. Se le cruzaron muchísimas ideas por la cabeza y no se decidía._- ¡Bueno, vamos, jovencito, que no tengo todo el día! - lo apuró el genio._Abul miró a su padre, que todavía dormía bajo la palmera y dijo:_- Quiero conocer el mar._- Muy bien - respondió el genio.	2:32			
				Inmediatamente pronunció unas palabras que Abul no entendió y una de las alfombras del cargamento de su padre empezó a volar y se dirigió hasta donde estaban ellos.	2:42			
				- Subite y agarrate fuerte, que nos vamos al mar - dijo el genio._Abul y el genio se subieron a la alfombra voladora, que despegó rapidísimo. Abul empezó a sentir cómo el viento le rozaba en la cara y casi se le vuela el turbante, pero lo pudo agarrar a tiempo._- Ya estamos por llegar - dijo el genio.	3:04			
				Y enseguida se empezó a ver, después de tanta arena, un pedacito de algo azul, que cada vez se hacía más y más grande. Los ojos de Abul se llenaron del color azul verdoso del mar y el ruido de las olas fue como música para sus oídos.	3:19			
				Aterrizaron en la playa y Abul se sacó las zapatillas para dejar que sus pies se mojaran con el agua. Estaba feliz.	3:28			
				Luego, de repente, tomó carrera y se zambulló bajo la espuma blanca de una ola. En la botellita del genio guardó un poco del agua salada del mar para llevarse de recuerdo.	3:39			
				- Ya es hora de regresar - advirtió el genio._Se subieron nuevamente a la alfombra, que voló más rápido que el viento. Llegaron al desierto antes de que el papá de Abul se despertara._- Muchas gracias, señor genio. - dijo Abul con una sonrisa de oreja a oreja.	3:59			
				- Gracias a vos, jovencito - y mientras dijo esto, el genio se transformó en una nube verde que desapareció en el cielo.				
genio_botella:4	El Genio de la Botella	genio_botella	easy	Abul era el hijo menor de una familia que vivía en un pueblo muy chiquito en el medio del desierto. Le encantaba hacer castillos de arena o tirarse por las dunas como si fueran un tobogán	0:15	0		Mujer
				y ya no protestaba cuando su mamá le decía que se pusiera el turbante para protegerse del sol.	0:20			
				Su papá era vendedor y recorría en camello los pueblitos vecinos ofreciendo telas, ropa y alfombras. Abul siempre esperaba que su padre volviera de sus viajes porque él contaba maravillosas historias que a Abul le encantaba escuchar.	0:38			
				La que más le gustaba era una sobre el mar. Le parecía increíble que pudiera haber tanta agua junta. En el desierto no llueve casi nunca y hay muy poquita agua. Abul se moría de ganas de conocer el mar... ¡Pero quedaba tan lejos!	0:58			
				Un día, el papá de Abul lo invitó a que fuera con él a entregar un cargamento de alfombras en un pueblo que quedaba a un día de viaje. Abul aceptó encantado. Se despertaron antes que saliera el sol y comenzaron el viaje.	1:13			
				Cerca del mediodía, el calor era terrible y el papá decidió hacer un descanso en unas palmeras que había en el camino. Enseguida se quedó dormido.	1:24			
				Abul aprovechó para jugar un rato y se puso a hacer un castillo en la arena. Pero, ¡oh, sorpresa! mientras estaba haciendo un pozo, encontró algo enterrado en la arena: una botella.	1:36			
				Cuando la pudo desenterrar, se dio cuenta de que era muy pesada. Decidió abrirla para ver qué tenía adentro. Apenas logró sacar el corcho salió una nube de color verde que se convirtió en un hombre.	1:50			
				- ¡Hola! Yo soy el genio de la botella. Muchas gracias por rescatarme - dijo el hombre verde mientras se desesperezaba._Abul no sabía qué contestarle._- Por el gran favor que me hiciste te voy a conceder un deseo, podés pedirme lo que quieras - dijo el genio.	2:11			
				A Abul le brillaron los ojos. Se le cruzaron muchísimas ideas por la cabeza y no se decidía._- ¡Bueno, vamos, jovencito, que no tengo todo el día! - lo apuró el genio._Abul miró a su padre, que todavía dormía bajo la palmera y dijo:_- Quiero conocer el mar._- Muy bien - respondió el genio.	2:32			
				Inmediatamente pronunció unas palabras que Abul no entendió y una de las alfombras del cargamento de su padre empezó a volar y se dirigió hasta donde estaban ellos.	2:42			
				- Subite y agarrate fuerte, que nos vamos al mar - dijo el genio._Abul y el genio se subieron a la alfombra voladora, que despegó rapidísimo. Abul empezó a sentir cómo el viento le rozaba en la cara y casi se le vuela el turbante, pero lo pudo agarrar a tiempo._- Ya estamos por llegar - dijo el genio.	3:04			
				Y enseguida se empezó a ver, después de tanta arena, un pedacito de algo azul, que cada vez se hacía más y más grande. Los ojos de Abul se llenaron del color azul verdoso del mar y el ruido de las olas fue como música para sus oídos.	3:19			
				Aterrizaron en la playa y Abul se sacó las zapatillas para dejar que sus pies se mojaran con el agua. Estaba feliz.	3:28			
				Luego, de repente, tomó carrera y se zambulló bajo la espuma blanca de una ola. En la botellita del genio guardó un poco del agua salada del mar para llevarse de recuerdo.	3:39			
				- Ya es hora de regresar - advirtió el genio._Se subieron nuevamente a la alfombra, que voló más rápido que el viento. Llegaron al desierto antes de que el papá de Abul se despertara._- Muchas gracias, señor genio. - dijo Abul con una sonrisa de oreja a oreja.	3:59			
				- Gracias a vos, jovencito - y mientras dijo esto, el genio se transformó en una nube verde que desapareció en el cielo.				
genio_botella:5	El Genio de la Botella	genio_botella	easy	Abul era el hijo menor de una familia que vivía en un pueblo muy chiquito en el medio del desierto. Le encantaba hacer castillos de arena o tirarse por las dunas como si fueran un tobogán	0:15	0		Mujer
				y ya no protestaba cuando su mamá le decía que se pusiera el turbante para protegerse del sol.	0:20			
				Su papá era vendedor y recorría en camello los pueblitos vecinos ofreciendo telas, ropa y alfombras. Abul siempre esperaba que su padre volviera de sus viajes porque él contaba maravillosas historias que a Abul le encantaba escuchar.	0:38			
				La que más le gustaba era una sobre el mar. Le parecía increíble que pudiera haber tanta agua junta. En el desierto no llueve casi nunca y hay muy poquita agua. Abul se moría de ganas de conocer el mar... ¡Pero quedaba tan lejos!	0:58			
				Un día, el papá de Abul lo invitó a que fuera con él a entregar un cargamento de alfombras en un pueblo que quedaba a un día de viaje. Abul aceptó encantado. Se despertaron antes que saliera el sol y comenzaron el viaje.	1:13			
				Cerca del mediodía, el calor era terrible y el papá decidió hacer un descanso en unas palmeras que había en el camino. Enseguida se quedó dormido.	1:24			
				Abul aprovechó para jugar un rato y se puso a hacer un castillo en la arena. Pero, ¡oh, sorpresa! mientras estaba haciendo un pozo, encontró algo enterrado en la arena: una botella.	1:36			
				Cuando la pudo desenterrar, se dio cuenta de que era muy pesada. Decidió abrirla para ver qué tenía adentro. Apenas logró sacar el corcho salió una nube de color verde que se convirtió en un hombre.	1:50			
				- ¡Hola! Yo soy el genio de la botella. Muchas gracias por rescatarme - dijo el hombre verde mientras se desesperezaba._Abul no sabía qué contestarle._- Por el gran favor que me hiciste te voy a conceder un deseo, podés pedirme lo que quieras - dijo el genio.	2:11			
				A Abul le brillaron los ojos. Se le cruzaron muchísimas ideas por la cabeza y no se decidía._- ¡Bueno, vamos, jovencito, que no tengo todo el día! - lo apuró el genio._Abul miró a su padre, que todavía dormía bajo la palmera y dijo:_- Quiero conocer el mar._- Muy bien - respondió el genio.	2:32			
				Inmediatamente pronunció unas palabras que Abul no entendió y una de las alfombras del cargamento de su padre empezó a volar y se dirigió hasta donde estaban ellos.	2:42			
				- Subite y agarrate fuerte, que nos vamos al mar - dijo el genio._Abul y el genio se subieron a la alfombra voladora, que despegó rapidísimo. Abul empezó a sentir cómo el viento le rozaba en la cara y casi se le vuela el turbante, pero lo pudo agarrar a tiempo._- Ya estamos por llegar - dijo el genio.	3:04			
				Y enseguida se empezó a ver, después de tanta arena, un pedacito de algo azul, que cada vez se hacía más y más grande. Los ojos de Abul se llenaron del color azul verdoso del mar y el ruido de las olas fue como música para sus oídos.	3:19			
				Aterrizaron en la playa y Abul se sacó las zapatillas para dejar que sus pies se mojaran con el agua. Estaba feliz.	3:28			
				Luego, de repente, tomó carrera y se zambulló bajo la espuma blanca de una ola. En la botellita del genio guardó un poco del agua salada del mar para llevarse de recuerdo.	3:39			
				- Ya es hora de regresar - advirtió el genio._Se subieron nuevamente a la alfombra, que voló más rápido que el viento. Llegaron al desierto antes de que el papá de Abul se despertara._- Muchas gracias, señor genio. - dijo Abul con una sonrisa de oreja a oreja.	3:59			
				- Gracias a vos, jovencito - y mientras dijo esto, el genio se transformó en una nube verde que desapareció en el cielo.				
